Unnamed: 0.1,Unnamed: 0,Event Date,# Shows,Headliner,Support,Venue,City,State,Country,Market,Company Type,Currency,Promoter,Genre,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min,Ticket Price Max,Ticket Price Avg. USD,Unnamed: 21,Month,Location,yt name,yt Channel ID,yt Title,yt Description,yt Published At,yt View Count,yt Subscriber Count,yt Video Count,sp artist_name,sp artist_genre,sp followers,sp popularity,day_of_week,is_holiday,Total population,Asian alone population,Asian percentage,County,Total_Population_County,Total_Asian_Population_County,Asian_Percentage_County
192,254,6/1/22,1,The Boyz,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,Dream Maker Entertainment,Asian Pop,2813,375467.0,3000,94,89.0,179.0,133.48,,6,Rosemont_Illinois_United States,The Boyz,UCkJ1rbOrsyPfBuHNfnLPm-Q,THE BOYZ,THE BOYZ Official YouTube,2017-02-24T13:42:24Z,811730487,2200000,1144,The Boyz,"['k-pop', 'k-pop boy group']",2822808,59,2,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
193,256,5/28/22,2,Monsta X,,Chicago Theatre,Chicago,Illinois,United States,Chicago,,US DOLLAR,MSG Entertainment,"Asian Pop, World",3290,370841.0,3516,94,53.0,203.0,112.72,,5,Chicago_Illinois_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,5,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
194,281,2/5/20,1,Stray Kids,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,Subkulture Entertainment,"Asian Pop, World",3595,476134.0,3800,95,69.0,199.0,132.44,,2,Rosemont_Illinois_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4625292848,15800000,1015,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",14634767,82,2,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
195,306,9/22/19,1,Day6,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,"JYP Entertainment, Subkulture Entertainment","Asian Pop, World",2362,300318.0,3000,79,69.0,199.0,127.15,,9,Rosemont_Illinois_United States,Day6,UCp-pqXsizklX3ZHvLxXyhxw,DAY6,DAY6 Official YouTube,2016-03-23T02:09:52Z,712041524,1930000,599,Day6,"['k-pop', 'k-pop boy group']",3176646,63,6,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
196,315,8/6/19,1,Monsta X,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, World",4144,499957.0,4144,100,59.0,199.0,120.65,,8,Rosemont_Illinois_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,1,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
197,343,5/11/19,2,BTS,,Soldier Field,Chicago,Illinois,United States,Chicago,,US DOLLAR,Live Nation,"Asian Pop, Rap / HipHop",44078,6672897.5,44078,100,55.0,250.0,151.39,,5,Chicago_Illinois_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22512616705,77500000,2451,BTS,"['k-pop', 'k-pop boy group', 'pop']",71614600,87,5,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
198,344,5/7/19,1,NCT 127,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,Subkulture Entertainment,Asian Pop,4128,568512.0,4128,100,69.0,205.0,137.72,,5,Rosemont_Illinois_United States,NCT 127,UCk2E0dbAyEJWnrN2bbQOcbg,NCT 127,"【Be There For Me - Winter Special Single】

Welcome to NCT 127 Official YouTube Channel!",2017-06-07T05:47:43Z,1191537788,5560000,727,NCT 127,"['k-pop', 'k-pop boy group']",7286630,69,1,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
199,350,4/24/19,1,BLACKPINK,,Allstate Arena,Rosemont,Illinois,United States,Chicago,,US DOLLAR,"AEG Presents, Goldenvoice",Asian Pop,11417,1815062.0,11417,100,63.5,253.5,158.98,,4,Rosemont_Illinois_United States,BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,"BLACKPINK Official YouTube Channel
블랙핑크 공식 유튜브 채널입니다.

JISOO, JENNIE, ROSÉ, LISA
지수, 제니, 로제, 리사",2016-06-29T03:15:23Z,34947503963,93100000,592,BLACKPINK,"['k-pop', 'k-pop girl group', 'pop']",47764458,81,2,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
200,359,2/15/19,1,Red Velvet,,Chicago Theatre,Chicago,Illinois,United States,Chicago,,US DOLLAR,Subkulture Entertainment,"Asian Pop, World",3453,485723.2,3453,100,69.0,199.0,140.67,,2,Chicago_Illinois_United States,Red Velvet,UCk9GmdlDTBfgGRb7vXeRMoQ,Red Velvet,"WENDY 【Wish You Hell - The 2nd Mini Album】 ➫ 2024.03.12 6PM KST

Welcome to Red Velvet official YouTube Channel",2014-07-23T13:12:45Z,1584351799,5420000,383,Red Velvet,"['k-pop', 'k-pop girl group']",8934728,71,4,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
201,363,1/24/19,1,Winner,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,Live Nation,Asian Pop,1875,219580.5,2200,85,49.5,157.5,117.11,,1,Rosemont_Illinois_United States,Winner,UCayQxFAoFCvGariuQCtHRGQ,WINNER,"WINNER Official YouTube Channel
위너 공식 유튜브 채널입니다.

YOON, JINU, HOONY, MINO
강승윤, 김진우, 이승훈, 송민호",2013-12-10T02:42:56Z,1525692637,4060000,639,Winner,"['k-pop', 'k-pop boy group']",2446621,52,3,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
202,388,7/20/18,1,Monsta X,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,"AEG Presents, Powerhouse Live","Asian Pop, World",4270,392320.0,4270,100,55.0,195.0,91.88,,7,Rosemont_Illinois_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,4,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
203,394,6/29/18,1,Wanna One,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,"AEG Presents, Goldenvoice",Asian Pop,2960,414290.0,3773,78,60.0,240.0,139.96,,6,Rosemont_Illinois_United States,Wanna One,UC3stmiOTQdbzlRK1QOVZQ-g,Wanna One 워너원,Wanna One 워너원 공식 아카이빙 계정입니다.,2022-01-03T03:27:19.735448Z,14574501,134000,45,Wanna One,"['k-pop', 'k-pop boy group']",1714675,53,4,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
204,410,4/29/18,1,Red Velvet,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,Subkulture Entertainment,"Asian Pop, World",2648,283842.0,2932,90,59.0,179.0,107.19,,4,Rosemont_Illinois_United States,Red Velvet,UCk9GmdlDTBfgGRb7vXeRMoQ,Red Velvet,"WENDY 【Wish You Hell - The 2nd Mini Album】 ➫ 2024.03.12 6PM KST

Welcome to Red Velvet official YouTube Channel",2014-07-23T13:12:45Z,1584351799,5420000,383,Red Velvet,"['k-pop', 'k-pop girl group']",8934728,71,6,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
205,430,9/3/17,1,Taeyang,,Aragon Ballroom,Chicago,Illinois,United States,Chicago,,US DOLLAR,"Kpopme Entertainment, Live Nation","Asian Pop, World",1756,303250.0,4873,36,150.0,200.0,172.69,,9,Chicago_Illinois_United States,Taeyang,UCDJnRpq0DnQhrwi1ruuQa7g,TAEYANG,"TAEYANG Official YouTube Channel
태양 공식 유튜브 채널입니다.",2009-08-21T01:19:45Z,319418760,1830000,70,Taeyang,"['k-pop', 'korean r&b']",1331362,63,6,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
206,435,8/18/17,1,SEVENTEEN,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,My Music Taste,Asian Pop,3866,440116.5,4200,92,65.0,215.0,113.84,,8,Rosemont_Illinois_United States,SEVENTEEN,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5232358835,10800000,1894,SEVENTEEN,"['k-pop', 'k-pop boy group']",10974579,79,4,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
207,444,7/21/17,1,G-Dragon,,United Center,Chicago,Illinois,United States,Chicago,,US DOLLAR,Live Nation,"Asian Pop, World",7035,944142.72,10688,66,86.0,208.0,134.21,,7,Chicago_Illinois_United States,G-Dragon,UCRfVrZpe3TA-LB4rutWAtkg,G-DRAGON - Topic,,2013-09-27T04:41:07Z,247347058,236000,190,G-Dragon,"['k-pop', 'k-rap']",2838266,58,4,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
208,452,7/12/17,1,Monsta X,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,"AEG Presents, Powerhouse Live","Asian Pop, World",2774,255560.0,2932,95,52.0,197.0,92.13,,7,Rosemont_Illinois_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,2,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
209,477,4/12/17,1,B.A.P.,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,"AEG Presents, Powerhouse Live","Asian Pop, Pop / Rock",1208,146450.0,2172,56,50.0,175.0,121.23,,4,Rosemont_Illinois_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,2,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
210,488,1/25/17,1,Got7,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,Subkulture Entertainment,"Asian Pop, World",2843,370410.0,3741,76,65.0,205.0,130.29,,1,Rosemont_Illinois_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590,6220000,579,Got7,"['k-pop', 'k-pop boy group']",6515511,59,2,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
211,501,11/10/16,1,CL,,Chicago Theatre,Chicago,Illinois,United States,Chicago,,US DOLLAR,"AEG Presents, Madison House Presents",Asian Pop,1506,197586.0,2461,61,78.5,303.5,131.2,,11,Chicago_Illinois_United States,CL,UCuX8lXIexG8dRXFx54CVm2Q,CL Official Channel,"+CL+
",2019-11-21T01:13:35.854589Z,308201781,2080000,72,CL,['k-pop'],1171969,56,3,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
212,520,7/3/16,1,Got7,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,Subkulture Entertainment,"Asian Pop, World",4219,502740.0,4219,100,65.0,215.0,119.16,,7,Rosemont_Illinois_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590,6220000,579,Got7,"['k-pop', 'k-pop boy group']",6515511,59,6,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
213,529,4/23/16,1,B.A.P.,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, Pop / Rock",2734,281815.0,4212,65,50.0,180.0,103.08,,4,Rosemont_Illinois_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,5,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
214,538,2/19/16,1,EXO,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,My Music Taste,"Asian Pop, World",4359,586320.0,4359,100,75.0,195.0,134.51,,2,Rosemont_Illinois_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,723151231,518000,748,EXO,"['k-pop', 'k-pop boy group']",9379264,70,4,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
215,548,7/24/15,1,BTS,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,Subkulture Entertainment,"Asian Pop, Rap / HipHop",3022,383675.0,3022,100,65.0,205.0,126.96,,7,Rosemont_Illinois_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22512616705,77500000,2451,BTS,"['k-pop', 'k-pop boy group', 'pop']",71614600,87,4,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
217,561,10/5/14,1,B1A4,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,"AEG Presents, Goldenvoice, Powerhouse Live",Asian Pop,1233,132760.0,4402,28,50.0,180.0,107.67,,10,Rosemont_Illinois_United States,B1A4,UCDBLl8TPgGzAzUGaqbpwAZA,B1A4 OFFICIAL +,B1A4 Official YouTube Channel,2011-04-12T07:22:21Z,243280162,732000,451,B1A4,"['k-pop', 'k-pop boy group']",553483,44,6,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
218,603,8/14/10,1,EXO,,Lincoln Hall,Chicago,Illinois,United States,Chicago,,US DOLLAR,(In-House Promotion),"Asian Pop, World",366,5022.0,400,92,12.0,15.0,13.72,,8,Chicago_Illinois_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,723151231,518000,748,EXO,"['k-pop', 'k-pop boy group']",9379264,70,5,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
219,607,8/2/09,1,EXO,Absentstar,Schubas Tavern,Chicago,Illinois,United States,Chicago,,US DOLLAR,(In-House Promotion),"Asian Pop, World",211,1998.0,211,100,8.0,10.0,9.47,,8,Chicago_Illinois_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,723151231,518000,748,EXO,"['k-pop', 'k-pop boy group']",9379264,70,6,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
220,614,8/10/08,1,EXO,Absentstar,Schubas Tavern,Chicago,Illinois,United States,Chicago,,US DOLLAR,(In-House Promotion),"Asian Pop, World",137,1096.0,150,91,8.0,0.0,8.0,,8,Chicago_Illinois_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,723151231,518000,748,EXO,"['k-pop', 'k-pop boy group']",9379264,70,6,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
223,621,8/12/07,1,EXO,Alison Breitman,Schubas Tavern,Chicago,Illinois,United States,Chicago,,US DOLLAR,(In-House Promotion),"Asian Pop, World",112,1046.0,150,75,8.0,10.0,9.34,,8,Chicago_Illinois_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,723151231,518000,748,EXO,"['k-pop', 'k-pop boy group']",9379264,70,6,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
227,10,10/19/23,2,ENHYPEN,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,"AEG Presents, HYBE",Asian Pop,10026,1924554.63,11225,89,59.5,549.5,191.95,,10,Newark_New Jersey_United States,ENHYPEN,UCArLZtok93cO5R9RI4_Y5Jw,ENHYPEN,"#ENHYPEN Official Youtube
#ENHYPEN 공식 유튜브",2020-08-10T12:46:00.218737Z,1786185504,9360000,1206,ENHYPEN,"['anime', 'k-pop boy group']",8062354,78,3,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
228,57,7/11/23,1,Rain,,Bergen Performing Arts Ctr.,Englewood,New Jersey,United States,New York,,US DOLLAR,(In-House Promotion),Asian Pop,820,52522.5,1371,60,35.0,95.0,64.05,,7,Englewood_New Jersey_United States,Rain,UCOK3b_q7lYy2k1TCR2U2_kw,Rainy / れいにー,,2017-03-30T09:29:10Z,36013644,92600,676,Rain,['pov: indie'],1083557,68,1,False,9288994,950090,10.22812589,Bergen,955732,158630,16.597749159806305
229,59,7/6/23,1,Twice,,MetLife Stadium,East Rutherford,New Jersey,United States,New York,,US DOLLAR,Live Nation,Asian Pop,47907,7557127.0,47907,100,53.5,223.5,157.75,,7,East Rutherford_New Jersey_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,5897909757,16900000,1460,Twice,"['k-pop', 'k-pop girl group', 'pop']",19653966,81,3,False,9288994,950090,10.22812589,Bergen,955732,158630,16.597749159806305
230,96,4/29/23,1,Suga,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,"HYBE, Live Nation",Asian Pop,13286,2923465.0,13286,100,59.5,279.5,220.04,,4,Newark_New Jersey_United States,Suga,UC2QGq7pv-ZfZfTL8tcn2fNg,SUGA - Topic,,2018-05-21T11:53:24Z,231292425,2160000,59,Suga,['k-pop'],3959860,64,5,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
231,177,11/14/22,2,BLACKPINK,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,AEG Presents,Asian Pop,11964,3297758.38,11964,100,79.5,1250.0,275.64,,11,Newark_New Jersey_United States,BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,"BLACKPINK Official YouTube Channel
블랙핑크 공식 유튜브 채널입니다.

JISOO, JENNIE, ROSÉ, LISA
지수, 제니, 로제, 리사",2016-06-29T03:15:23Z,34947503963,93100000,592,BLACKPINK,"['k-pop', 'k-pop girl group', 'pop']",47764458,81,0,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
232,193,10/13/22,1,NCT 127,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,(In-House Promotion),Asian Pop,11848,1872764.5,11848,100,59.5,199.5,158.07,,10,Newark_New Jersey_United States,NCT 127,UCk2E0dbAyEJWnrN2bbQOcbg,NCT 127,"【Be There For Me - Winter Special Single】

Welcome to NCT 127 Official YouTube Channel!",2017-06-07T05:47:43Z,1191537788,5560000,727,NCT 127,"['k-pop', 'k-pop boy group']",7286630,69,3,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
233,210,9/6/22,1,SEVENTEEN,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,"HYBE, Live Nation",Asian Pop,10717,1428433.5,10717,100,59.5,179.5,133.29,,9,Newark_New Jersey_United States,SEVENTEEN,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5232358835,10800000,1894,SEVENTEEN,"['k-pop', 'k-pop boy group']",10974579,79,1,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
234,250,6/29/22,2,Stray Kids,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,(In-House Promotion),"Asian Pop, World",12093,1762657.82,12093,100,49.5,179.5,145.76,,6,Newark_New Jersey_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4625292848,15800000,1015,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",14634767,82,2,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
235,272,1/24/22,1,ATEEZ,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,My Music Taste,Asian Pop,11148,1122904.3,11242,99,44.0,204.0,100.73,,1,Newark_New Jersey_United States,ATEEZ,UC2e4Ukj5Pfr7cb3KpJAFBdQ,ATEEZ,ATEEZ(에이티즈) Official YouTube Channel,2018-06-27T01:57:58Z,856070112,3760000,1328,ATEEZ,"['k-pop', 'k-pop boy group']",3714443,73,0,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
236,292,1/10/20,1,SEVENTEEN,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,"(In-House Promotion), Live Nation",Asian Pop,7636,888980.0,7930,96,116.0,0.0,116.42,,1,Newark_New Jersey_United States,SEVENTEEN,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5232358835,10800000,1894,SEVENTEEN,"['k-pop', 'k-pop boy group']",10974579,79,4,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
237,319,7/21/19,1,Twice,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,"(In-House Promotion), Live Nation",Asian Pop,10271,1064899.0,10735,96,44.5,194.5,103.68,,7,Newark_New Jersey_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,5897909757,16900000,1460,Twice,"['k-pop', 'k-pop girl group', 'pop']",19653966,81,6,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
